record_id,data_source,icij_source,node_type,primary_name,jurisdiction,status,incorporated,inactivated,struck_off,company_type,countries,address,address_type,notes
205532,ICIJ,Offshore Leaks,ENTITY,SLEMAC COMMERCE LTD.,XXX,Active,21-NOV-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
220941,ICIJ,Offshore Leaks,ENTITY,Zenavilla Inc.,XXX,Dead,13-JUN-2003,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
220964,ICIJ,Offshore Leaks,ENTITY,Finexco Ltd.,XXX,Dead,18-JUN-2003,,,Standard Company under IBC Act,XXX;GBR;VGB,Accounts Centre International Ltd Formations House 29 Harley Street London W1G 9QR RT BVI,BUSINESS,
220983,ICIJ,Offshore Leaks,ENTITY,Barrows Alliance Ltd.,XXX,Liquidated,18-JUN-2003,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
220990,ICIJ,Offshore Leaks,ENTITY,Rotwell Allaince Ltd.,XXX,Dead,18-JUN-2003,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
219147,ICIJ,Offshore Leaks,ENTITY,75 BLV Hauts Bois Ltd.,XXX,Dead,12-DEC-2000,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
219149,ICIJ,Offshore Leaks,ENTITY,3630 Durocher Ltd.,XXX,Dead,12-DEC-2000,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
208678,ICIJ,Offshore Leaks,ENTITY,DTL Trade Limited,XXX,Active,22-MAY-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
209749,ICIJ,Offshore Leaks,ENTITY,Aguailla S.A.,XXX,Transferred OUT,08-MAR-2000,,,Standard Company under IBC Act,XXX;GBR;XXX,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
209760,ICIJ,Offshore Leaks,ENTITY,Miracle Maker Limited,XXX,Dead,08-MAR-2000,,,Standard Company under IBC Act,XXX;XXX;GBR,Capital Premier Ltd. c/o Cornhill International Limited 1 Snow Hill London EC1A 2EN United Kingdom,BUSINESS,
209764,ICIJ,Offshore Leaks,ENTITY,Farrenbay Ventures Corp.,XXX,Dead,07-MAR-2000,,,Standard Company under IBC Act,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221044,ICIJ,Offshore Leaks,ENTITY,Toswell Trading Inc.,XXX,Dead,23-JUN-2003,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221047,ICIJ,Offshore Leaks,ENTITY,Circuview Ltd.,XXX,Active,23-JUN-2003,,,Standard Company under IBC Act,XXX;GBR;VGB,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
208767,ICIJ,Offshore Leaks,ENTITY,Webster Publishing Investments Ltd.,XXX,Dead,03-MAY-2002,,,,XXX;VGB;GBR,T & C First Secretarial Ltd. 5 Belgrave Gardens St Johns Wood London NW8 0QY England RT BVI,BUSINESS,
205566,ICIJ,Offshore Leaks,ENTITY,Holbornvale Limited,XXX,Dead,11-APR-2002,,,Standard Company under IBC Act,XXX;VGB;GBR,"MacCorkindale & Holton P.O. Box 2398 London W1G 9WZ United Kingdom COURIER ONLY:  13 Harley Street London, England W1G 9QG",BUSINESS,
205569,ICIJ,Offshore Leaks,ENTITY,Leamouth Holding Limited,XXX,Dead,11-APR-2002,,,Standard Company under IBC Act,XXX;GBR;XXX,Appleton Company Services Limited 186 Hammersmith Road London W6 7DJ United Kingdom RT BVI,BUSINESS,
205575,ICIJ,Offshore Leaks,ENTITY,Destin Premier Corp.,XXX,Dead,12-APR-2002,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
205593,ICIJ,Offshore Leaks,ENTITY,Subinvest SA,XXX,Transferred OUT,17-APR-2002,,,Standard Company under IBC Act,XXX;GBR;XXX,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
208802,ICIJ,Offshore Leaks,ENTITY,GUTENBERG TRADING LTD.,XXX,Active,01-OCT-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
208845,ICIJ,Offshore Leaks,ENTITY,DELEMANOR SERVICES INC.,XXX,Active,02-OCT-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
208848,ICIJ,Offshore Leaks,ENTITY,WARCOVER ENTERPRISES LTD.,XXX,Dead,02-OCT-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
208902,ICIJ,Offshore Leaks,ENTITY,TEVRON MANAGEMENT LTD.,XXX,Active,31-MAR-2010,,,Business Company Limited by Shares,XXX;VGB;GBR,T & C First Secretarial Ltd. 5 Belgrave Gardens St Johns Wood London NW8 0QY England RT BVI,BUSINESS,
221049,ICIJ,Offshore Leaks,ENTITY,Riverbourne Ltd.,XXX,Dead,23-JUN-2003,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
221063,ICIJ,Offshore Leaks,ENTITY,Rinker Ventures Ltd.,XXX,Dead,07-JUL-2003,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
209031,ICIJ,Offshore Leaks,ENTITY,Capegold Limited,XXX,Transferred OUT,14-SEP-2000,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
217380,ICIJ,Offshore Leaks,ENTITY,Hitech Finance Ltd,XXX,Dead,15-FEB-1999,,,Standard Company under IBC Act,XXX;XXX;GBR,Stanley Davis Group Limited 41 Chalton Street London NW 1JD England,BUSINESS,
217443,ICIJ,Offshore Leaks,ENTITY,Henry Trading S.A.,XXX,Dead,19-APR-1999,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
217445,ICIJ,Offshore Leaks,ENTITY,Vega Trading Ltd.,XXX,Transferred OUT,19-APR-1999,,,Standard Company under IBC Act,XXX;GBR;XXX,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
209947,ICIJ,Offshore Leaks,ENTITY,Forum Trading Limited,XXX,Dead,05-JUN-1996,,,Standard Company under IBC Act,XXX;GBR;XXX,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
209953,ICIJ,Offshore Leaks,ENTITY,Bertonwood Ltd.,XXX,Dead,14-JUN-2000,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
205697,ICIJ,Offshore Leaks,ENTITY,Alphagem Ltd.,XXX,Dead,30-APR-2002,,,Standard Company under IBC Act,XXX;GBR;XXX,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
205750,ICIJ,Offshore Leaks,ENTITY,Interair Ltd.,XXX,Dead,15-MAY-2002,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
204833,ICIJ,Offshore Leaks,ENTITY,Highest Aloc Telecom Ltd.,XXX,Active,18-OCT-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
205779,ICIJ,Offshore Leaks,ENTITY,Gienox Ltd.,XXX,Dead,06-MAY-2002,,,Standard Company under IBC Act,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
217563,ICIJ,Offshore Leaks,ENTITY,Horizon Petroleum Company Limited,XXX,Dead,14-FEB-1996,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
204850,ICIJ,Offshore Leaks,ENTITY,SANWOOD PRODUCTIONS LTD.,XXX,Dead,24-OCT-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
204884,ICIJ,Offshore Leaks,ENTITY,ARBUTUS INVESTING LTD.,XXX,Active,25-OCT-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
204885,ICIJ,Offshore Leaks,ENTITY,BIDLENET COMMERCIAL CORP.,XXX,Dead,25-OCT-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
204886,ICIJ,Offshore Leaks,ENTITY,CORWINET MANAGEMENT INC.,XXX,Active,25-OCT-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
209967,ICIJ,Offshore Leaks,ENTITY,Adventa Management Ltd.,XXX,Dead,09-JUN-2000,,,Standard Company under IBC Act,XXX;GBR;XXX,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
209968,ICIJ,Offshore Leaks,ENTITY,Apexmode Ltd.,XXX,Dead,09-JUN-2000,,,Standard Company under IBC Act,XXX;XXX;GBR,Stanley Davis Group Limited 41 Chalton Street London NW 1JD England,BUSINESS,
204950,ICIJ,Offshore Leaks,ENTITY,GAZPROM FINANS LTD.,XXX,Dead,27-OCT-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
204957,ICIJ,Offshore Leaks,ENTITY,MOBILE TELESYSTEMS JOINT FINANCIAL GROUP LTD.,XXX,Dead,27-OCT-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
204985,ICIJ,Offshore Leaks,ENTITY,NMC Investments Limited,XXX,Dead,27-OCT-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,Stanley Davis Group Limited 41 Chalton Street London NW 1JD England,BUSINESS,
204988,ICIJ,Offshore Leaks,ENTITY,Xtatic Limited,XXX,Active,27-OCT-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
221129,ICIJ,Offshore Leaks,ENTITY,National & World Synergy Ltd.,XXX,Dead,31-JUL-2003,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
205924,ICIJ,Offshore Leaks,ENTITY,Innis Business Corp.,XXX,Dead,19-JUN-2002,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
205925,ICIJ,Offshore Leaks,ENTITY,Rodessa Trading Inc.,XXX,Dead,19-JUN-2002,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221161,ICIJ,Offshore Leaks,ENTITY,Haskell Group Ltd.,XXX,Dead,07-JUL-2003,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221162,ICIJ,Offshore Leaks,ENTITY,Gaudet Alliance Ltd.,XXX,Dead,07-JUL-2003,,,Standard Company under IBC Act,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221170,ICIJ,Offshore Leaks,ENTITY,Riviera Consult Europe Limited,XXX,Dead,30-JUL-2003,,,Standard Company under IBC Act,XXX;XXX;GBR,T & C First Secretarial Ltd. 5 Belgrave Gardens St Johns Wood London NW8 0QY England RT BVI,BUSINESS,
221188,ICIJ,Offshore Leaks,ENTITY,Boland Ventures Inc.,XXX,Active,24-JUN-2003,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
217628,ICIJ,Offshore Leaks,ENTITY,Archuleta SA,XXX,Transferred OUT,19-MAR-1999,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
210152,ICIJ,Offshore Leaks,ENTITY,HEXTABLE MARKETING LTD.,XXX,Dead,16-MAY-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
210156,ICIJ,Offshore Leaks,ENTITY,NORTONIA INVESTMENTS LTD.,XXX,Dead,16-MAY-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
205014,ICIJ,Offshore Leaks,ENTITY,TEMSLEAD LIMITED,XXX,Active,26-OCT-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,Stanley Davis Group Limited 41 Chalton Street London NW 1JD England,BUSINESS,
221289,ICIJ,Offshore Leaks,ENTITY,Fontana Services International Limited,XXX,Dead,26-JUN-2003,,,Standard Company under IBC Act,XXX;XXX;GBR,"Companies Plus Ltd. ** Please send all statements of account to REDACTED 122-126 Tooley Street

122-126 Tooley Street London SE1 2TU England",BUSINESS,
221298,ICIJ,Offshore Leaks,ENTITY,Caswell Partners Inc.,XXX,Dead,01-JUL-2003,,,Standard Company under IBC Act,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221304,ICIJ,Offshore Leaks,ENTITY,Desmond Association Inc.,XXX,Dead,01-JUL-2003,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
210159,ICIJ,Offshore Leaks,ENTITY,BONSTON ENTERPRISES LTD.,XXX,Dead,16-MAY-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
210166,ICIJ,Offshore Leaks,ENTITY,DAWLEY PRODUCTIONS LTD.,XXX,Dead,16-MAY-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
210169,ICIJ,Offshore Leaks,ENTITY,SANBERG RESOURCES LTD.,XXX,Dead,16-MAY-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
209249,ICIJ,Offshore Leaks,ENTITY,Komodo Trading Limited,XXX,Dead,28-FEB-2000,,,Standard Company under IBC Act,XXX;XXX;GBR,"MacCorkindale & Holton P.O. Box 2398 London W1G 9WZ United Kingdom COURIER ONLY:  13 Harley Street London, England W1G 9QG",BUSINESS,
221330,ICIJ,Offshore Leaks,ENTITY,Ercolan Select Ltd.,XXX,Dead,01-AUG-2003,,,Standard Company under IBC Act,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221373,ICIJ,Offshore Leaks,ENTITY,Metric Group Ltd.,XXX,Dead,25-SEP-2003,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221395,ICIJ,Offshore Leaks,ENTITY,Sylvan Productions Ltd.,XXX,Active,24-JUL-2003,,,Standard Company under IBC Act,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
205968,ICIJ,Offshore Leaks,ENTITY,Zone One Limited,XXX,Dead,30-MAY-2002,,,Standard Company under IBC Act,XXX;VGB;GBR,Chalfen Services Limited 2nd Floor 93A Rivington Street London EC2A 3AY England RT BVI,BUSINESS,
221402,ICIJ,Offshore Leaks,ENTITY,Professional Engineering and Tools Ltd.,XXX,Active,13-MAY-1996,,,Standard Company under IBC Act,XXX;GBR;VGB,T & C First Secretarial Ltd. 5 Belgrave Gardens St Johns Wood London NW8 0QY England RT BVI,BUSINESS,
221448,ICIJ,Offshore Leaks,ENTITY,Rechar Trading Inc.,XXX,Dead,19-SEP-2003,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221462,ICIJ,Offshore Leaks,ENTITY,ALKIRA DEVELOPMENT LTD.,XXX,Active,11-JAN-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
219448,ICIJ,Offshore Leaks,ENTITY,Helm System Ltd.,XXX,Dead,10-JAN-2001,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
217701,ICIJ,Offshore Leaks,ENTITY,International Business Investment Holding S.A.,XXX,Dead,15-OCT-1999,,,Standard Company under IBC Act,XXX;GBR;XXX,"Euro Commerce Consultants Ltd. 412 Parkway House, Sheen Lane London SW14 8LS England RT BVI",BUSINESS,
219504,ICIJ,Offshore Leaks,ENTITY,Philosophers Stone Ltd.,XXX,Dead,26-FEB-2001,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
219519,ICIJ,Offshore Leaks,ENTITY,Lincoln Premier Corp.,XXX,Dead,06-FEB-2001,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
210297,ICIJ,Offshore Leaks,ENTITY,OCEAN PARK GROUP HOLDINGS INC.,XXX,Dead,12-JUN-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,Accounts Centre International Ltd Formations House 29 Harley Street London W1G 9QR RT BVI,BUSINESS,
221573,ICIJ,Offshore Leaks,ENTITY,KUBONT SERVICES LTD.,XXX,Active,02-JAN-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
206063,ICIJ,Offshore Leaks,ENTITY,Riley Systems SA,XXX,Transferred OUT,07-JUN-2002,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
206078,ICIJ,Offshore Leaks,ENTITY,Terront Management Corp.,XXX,Dead,21-JUN-2002,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
206098,ICIJ,Offshore Leaks,ENTITY,"Honey Badger Investments, Ltd.",XXX,Dead,16-JUL-2002,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
205189,ICIJ,Offshore Leaks,ENTITY,SWANSON MANAGEMENT CORP.,XXX,Active,15-NOV-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
205190,ICIJ,Offshore Leaks,ENTITY,TOBLER CONSULTING LIMITED,XXX,Dead,15-NOV-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
205191,ICIJ,Offshore Leaks,ENTITY,DUNNVIEW ALLIANCE LTD.,XXX,Dead,15-NOV-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
209290,ICIJ,Offshore Leaks,ENTITY,Callgrid SA,XXX,Dead,10-JAN-2000,,,Standard Company under IBC Act,XXX;GBR;XXX,Stanley Davis Group Limited 41 Chalton Street London NW 1JD England,BUSINESS,
209345,ICIJ,Offshore Leaks,ENTITY,Net-Venture Corp.,XXX,Dead,12-JAN-2000,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
209395,ICIJ,Offshore Leaks,ENTITY,Machiavelli Ltd.,XXX,Transferred OUT,08-MAR-2000,,,Standard Company under IBC Act,XXX;GBR;XXX,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
205242,ICIJ,Offshore Leaks,ENTITY,FORTFIELD CAPITAL LIMITED,XXX,Active,07-NOV-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,Appleton Company Services Limited 186 Hammersmith Road London W6 7DJ United Kingdom RT BVI,BUSINESS,
205251,ICIJ,Offshore Leaks,ENTITY,JONGO INTERNATIONAL INC.,XXX,Dead,07-NOV-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,T & C First Secretarial Ltd. 5 Belgrave Gardens St Johns Wood London NW8 0QY England RT BVI,BUSINESS,
205254,ICIJ,Offshore Leaks,ENTITY,INTEGRATED GROUP MANAGEMENT LTD.,XXX,Dead,07-NOV-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221686,ICIJ,Offshore Leaks,ENTITY,PROMO INTERHOLD LTD.,XXX,Active,12-JAN-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
206153,ICIJ,Offshore Leaks,ENTITY,Breton United Ltd.,XXX,Dead,04-JUL-2002,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221785,ICIJ,Offshore Leaks,ENTITY,Altastat Ltd.,XXX,Active,19-JAN-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
219597,ICIJ,Offshore Leaks,ENTITY,Redflock Ltd.,XXX,Dead,15-JAN-2001,,,Standard Company under IBC Act,XXX;XXX;GBR,Stanley Davis Group Limited 41 Chalton Street London NW 1JD England,BUSINESS,
217752,ICIJ,Offshore Leaks,ENTITY,Pheyus Finance Corp.,XXX,Dead,19-APR-1999,,,Standard Company under IBC Act,XXX;GBR;XXX,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
217756,ICIJ,Offshore Leaks,ENTITY,Lodopica Invest & Trade S.A.,XXX,Transferred OUT,19-APR-1999,,,Standard Company under IBC Act,XXX;GBR;XXX,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
221792,ICIJ,Offshore Leaks,ENTITY,CAMBERTON ALLIANCE INC.,XXX,Dead,15-JAN-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221797,ICIJ,Offshore Leaks,ENTITY,LEDCOR MANAGEMENT LTD.,XXX,Active,15-JAN-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221803,ICIJ,Offshore Leaks,ENTITY,GRODALE EQUITIES INC.,XXX,Active,15-JAN-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221804,ICIJ,Offshore Leaks,ENTITY,SETCOM GROUP LTD.,XXX,Active,15-JAN-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
221822,ICIJ,Offshore Leaks,ENTITY,Greenland Diamonds Limited,XXX,Dead,16-JAN-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"M&N International Services Limited The Quadrant 118 London Road Kingston Surrey, KT2 6QJ United Kingdom RT BVI",BUSINESS,
