anchor_record_id,anchor_domain,pointer_record_id,pointer_domain,relationship_role,rel_type,from_date,thru_date
96909,ICIJ_ID,168544,ICIJ_ID,shareholder of,OWNERSHIP,2001-01-05,
96909,ICIJ_ID,168560,ICIJ_ID,shareholder of,OWNERSHIP,2000-12-29,
96909,ICIJ_ID,168576,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168579,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168602,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168627,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168636,ICIJ_ID,shareholder of,OWNERSHIP,2000-07-24,
96909,ICIJ_ID,172025,ICIJ_ID,shareholder of,OWNERSHIP,2003-01-30,
96909,ICIJ_ID,168515,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168516,ICIJ_ID,shareholder of,OWNERSHIP,2001-12-21,
96909,ICIJ_ID,168538,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168558,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168568,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168571,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168578,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168600,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168603,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168632,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168652,ICIJ_ID,shareholder of,OWNERSHIP,2000-05-12,
96909,ICIJ_ID,168669,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168670,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168637,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168644,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168645,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168660,ICIJ_ID,shareholder of,OWNERSHIP,2000-05-19,
96909,ICIJ_ID,168662,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168690,ICIJ_ID,shareholder of,OWNERSHIP,2000-09-19,
96909,ICIJ_ID,168703,ICIJ_ID,shareholder of,OWNERSHIP,2000-11-24,
96909,ICIJ_ID,168705,ICIJ_ID,shareholder of,OWNERSHIP,2000-10-17,
96909,ICIJ_ID,168708,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168712,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168716,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168718,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168719,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168832,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168910,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168926,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168956,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,172385,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-03,
96909,ICIJ_ID,168678,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168700,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168701,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168772,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168807,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,172928,ICIJ_ID,shareholder of,OWNERSHIP,2003-06-05,
96909,ICIJ_ID,172940,ICIJ_ID,shareholder of,OWNERSHIP,2003-02-26,
96909,ICIJ_ID,172944,ICIJ_ID,shareholder of,OWNERSHIP,2003-02-26,
96909,ICIJ_ID,172979,ICIJ_ID,shareholder of,OWNERSHIP,2003-03-11,
96909,ICIJ_ID,172988,ICIJ_ID,shareholder of,OWNERSHIP,2003-03-06,
96909,ICIJ_ID,172995,ICIJ_ID,shareholder of,OWNERSHIP,2003-03-21,
96909,ICIJ_ID,173000,ICIJ_ID,shareholder of,OWNERSHIP,2003-03-28,
96909,ICIJ_ID,173009,ICIJ_ID,shareholder of,OWNERSHIP,2003-04-01,
96909,ICIJ_ID,173041,ICIJ_ID,shareholder of,OWNERSHIP,2003-05-05,
96909,ICIJ_ID,173044,ICIJ_ID,shareholder of,OWNERSHIP,2003-05-02,
96909,ICIJ_ID,173058,ICIJ_ID,shareholder of,OWNERSHIP,2003-05-07,
96909,ICIJ_ID,173076,ICIJ_ID,shareholder of,OWNERSHIP,2003-05-14,
96909,ICIJ_ID,173079,ICIJ_ID,shareholder of,OWNERSHIP,2003-05-20,
96909,ICIJ_ID,173092,ICIJ_ID,shareholder of,OWNERSHIP,2003-06-06,
96909,ICIJ_ID,173093,ICIJ_ID,shareholder of,OWNERSHIP,2003-06-05,
96909,ICIJ_ID,168808,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168816,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168950,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,168977,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,173134,ICIJ_ID,shareholder of,OWNERSHIP,2003-06-27,
96909,ICIJ_ID,173141,ICIJ_ID,shareholder of,OWNERSHIP,2003-07-04,
96909,ICIJ_ID,173154,ICIJ_ID,shareholder of,OWNERSHIP,2003-07-08,
96909,ICIJ_ID,173166,ICIJ_ID,shareholder of,OWNERSHIP,2003-07-11,
96909,ICIJ_ID,173168,ICIJ_ID,shareholder of,OWNERSHIP,2003-07-11,
96909,ICIJ_ID,173169,ICIJ_ID,shareholder of,OWNERSHIP,2003-07-11,
96909,ICIJ_ID,173185,ICIJ_ID,shareholder of,OWNERSHIP,2003-07-25,
96909,ICIJ_ID,173187,ICIJ_ID,shareholder of,OWNERSHIP,2004-02-03,
96909,ICIJ_ID,173208,ICIJ_ID,shareholder of,OWNERSHIP,2004-02-20,
96909,ICIJ_ID,173212,ICIJ_ID,shareholder of,OWNERSHIP,2003-07-07,
96909,ICIJ_ID,173229,ICIJ_ID,shareholder of,OWNERSHIP,2003-08-06,
96909,ICIJ_ID,173230,ICIJ_ID,shareholder of,OWNERSHIP,2003-08-08,
96909,ICIJ_ID,173231,ICIJ_ID,shareholder of,OWNERSHIP,2003-10-16,
96909,ICIJ_ID,173233,ICIJ_ID,shareholder of,OWNERSHIP,2003-09-17,
96909,ICIJ_ID,173263,ICIJ_ID,shareholder of,OWNERSHIP,2003-09-05,
96909,ICIJ_ID,173264,ICIJ_ID,shareholder of,OWNERSHIP,2003-09-05,
96909,ICIJ_ID,173298,ICIJ_ID,shareholder of,OWNERSHIP,2003-10-14,
96909,ICIJ_ID,173310,ICIJ_ID,shareholder of,OWNERSHIP,2003-10-31,
96909,ICIJ_ID,173321,ICIJ_ID,shareholder of,OWNERSHIP,2003-11-03,
96909,ICIJ_ID,173346,ICIJ_ID,shareholder of,OWNERSHIP,2003-11-28,
96909,ICIJ_ID,173353,ICIJ_ID,shareholder of,OWNERSHIP,2003-12-05,
96909,ICIJ_ID,173382,ICIJ_ID,shareholder of,OWNERSHIP,2004-01-19,
96909,ICIJ_ID,173385,ICIJ_ID,shareholder of,OWNERSHIP,2004-02-06,
96909,ICIJ_ID,173397,ICIJ_ID,shareholder of,OWNERSHIP,2004-04-22,
96909,ICIJ_ID,173421,ICIJ_ID,shareholder of,OWNERSHIP,2004-01-23,
96909,ICIJ_ID,173428,ICIJ_ID,shareholder of,OWNERSHIP,2004-03-04,
96909,ICIJ_ID,173436,ICIJ_ID,shareholder of,OWNERSHIP,2004-02-06,
96909,ICIJ_ID,173467,ICIJ_ID,shareholder of,OWNERSHIP,2004-02-18,
96909,ICIJ_ID,173496,ICIJ_ID,shareholder of,OWNERSHIP,2004-03-01,
96909,ICIJ_ID,173522,ICIJ_ID,shareholder of,OWNERSHIP,2004-03-10,
96909,ICIJ_ID,173531,ICIJ_ID,shareholder of,OWNERSHIP,2004-03-18,
96909,ICIJ_ID,173546,ICIJ_ID,shareholder of,OWNERSHIP,2004-04-01,
96909,ICIJ_ID,173562,ICIJ_ID,shareholder of,OWNERSHIP,2004-04-13,
96909,ICIJ_ID,173564,ICIJ_ID,shareholder of,OWNERSHIP,2004-04-15,
96909,ICIJ_ID,173571,ICIJ_ID,shareholder of,OWNERSHIP,2004-04-21,
96909,ICIJ_ID,173616,ICIJ_ID,shareholder of,OWNERSHIP,2004-05-04,
96909,ICIJ_ID,173622,ICIJ_ID,shareholder of,OWNERSHIP,2004-05-07,
96909,ICIJ_ID,173623,ICIJ_ID,shareholder of,OWNERSHIP,2004-05-11,
96909,ICIJ_ID,173640,ICIJ_ID,shareholder of,OWNERSHIP,2004-05-17,
96909,ICIJ_ID,173650,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-29,
96909,ICIJ_ID,173651,ICIJ_ID,shareholder of,OWNERSHIP,2004-05-19,
96909,ICIJ_ID,173662,ICIJ_ID,shareholder of,OWNERSHIP,2004-05-25,
96909,ICIJ_ID,173681,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-07,
96909,ICIJ_ID,173684,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-07,
96909,ICIJ_ID,173697,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-08,
96909,ICIJ_ID,173710,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-11,
96909,ICIJ_ID,173740,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-24,
96909,ICIJ_ID,173741,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-25,
96909,ICIJ_ID,173747,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-28,
96909,ICIJ_ID,173771,ICIJ_ID,shareholder of,OWNERSHIP,2004-07-02,
96909,ICIJ_ID,173773,ICIJ_ID,shareholder of,OWNERSHIP,2004-07-05,
96909,ICIJ_ID,173779,ICIJ_ID,shareholder of,OWNERSHIP,2004-07-06,
96909,ICIJ_ID,173790,ICIJ_ID,shareholder of,OWNERSHIP,2004-07-07,
96909,ICIJ_ID,173792,ICIJ_ID,shareholder of,OWNERSHIP,2004-07-07,
96909,ICIJ_ID,173808,ICIJ_ID,shareholder of,OWNERSHIP,2004-07-13,
96909,ICIJ_ID,173827,ICIJ_ID,shareholder of,OWNERSHIP,2004-07-28,
96909,ICIJ_ID,173836,ICIJ_ID,shareholder of,OWNERSHIP,2004-07-28,
96909,ICIJ_ID,173839,ICIJ_ID,shareholder of,OWNERSHIP,2004-07-30,
96909,ICIJ_ID,173841,ICIJ_ID,shareholder of,OWNERSHIP,2004-08-03,
96909,ICIJ_ID,173868,ICIJ_ID,shareholder of,OWNERSHIP,2004-08-16,
96909,ICIJ_ID,173889,ICIJ_ID,shareholder of,OWNERSHIP,2004-08-26,
96909,ICIJ_ID,173896,ICIJ_ID,shareholder of,OWNERSHIP,2004-08-30,
96909,ICIJ_ID,173900,ICIJ_ID,shareholder of,OWNERSHIP,2004-08-31,
96909,ICIJ_ID,173903,ICIJ_ID,shareholder of,OWNERSHIP,2004-08-31,
96909,ICIJ_ID,173916,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-02,
96909,ICIJ_ID,173926,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-02,
96909,ICIJ_ID,173928,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-03,
96909,ICIJ_ID,173964,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-09,
96909,ICIJ_ID,173967,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-14,
96909,ICIJ_ID,173974,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-16,
96909,ICIJ_ID,173996,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-04,
96909,ICIJ_ID,173999,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-06,
96909,ICIJ_ID,174000,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-06,
96909,ICIJ_ID,174005,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-06,
96909,ICIJ_ID,174007,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-06,
96909,ICIJ_ID,174008,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-06,
96909,ICIJ_ID,174013,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-07,
96909,ICIJ_ID,174044,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-14,
96909,ICIJ_ID,174048,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-15,
96909,ICIJ_ID,174055,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-15,
96909,ICIJ_ID,174077,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-20,
96909,ICIJ_ID,174087,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-21,
96909,ICIJ_ID,172951,ICIJ_ID,shareholder of,OWNERSHIP,2003-02-28,
96909,ICIJ_ID,174166,ICIJ_ID,shareholder of,OWNERSHIP,2004-11-08,
96909,ICIJ_ID,174168,ICIJ_ID,shareholder of,OWNERSHIP,2004-11-08,
96909,ICIJ_ID,174169,ICIJ_ID,shareholder of,OWNERSHIP,2004-11-08,
96909,ICIJ_ID,172955,ICIJ_ID,shareholder of,OWNERSHIP,2003-03-03,
96909,ICIJ_ID,172971,ICIJ_ID,shareholder of,OWNERSHIP,2003-03-10,
96909,ICIJ_ID,172985,ICIJ_ID,shareholder of,OWNERSHIP,2003-03-13,
96909,ICIJ_ID,172994,ICIJ_ID,shareholder of,OWNERSHIP,2003-03-18,
96909,ICIJ_ID,172998,ICIJ_ID,shareholder of,OWNERSHIP,2003-03-25,
96909,ICIJ_ID,172999,ICIJ_ID,shareholder of,OWNERSHIP,2003-03-20,
96909,ICIJ_ID,173003,ICIJ_ID,shareholder of,OWNERSHIP,2003-04-01,
96909,ICIJ_ID,173010,ICIJ_ID,shareholder of,OWNERSHIP,2003-05-27,
96909,ICIJ_ID,173011,ICIJ_ID,shareholder of,OWNERSHIP,2003-04-03,
96909,ICIJ_ID,173030,ICIJ_ID,shareholder of,OWNERSHIP,2003-04-17,
96909,ICIJ_ID,173071,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-14,
96909,ICIJ_ID,174243,ICIJ_ID,shareholder of,OWNERSHIP,2004-11-26,
96909,ICIJ_ID,174251,ICIJ_ID,shareholder of,OWNERSHIP,2004-12-01,
96909,ICIJ_ID,174287,ICIJ_ID,shareholder of,OWNERSHIP,2004-12-20,
96909,ICIJ_ID,174289,ICIJ_ID,shareholder of,OWNERSHIP,2004-12-20,
96909,ICIJ_ID,174303,ICIJ_ID,shareholder of,OWNERSHIP,2004-12-23,
96909,ICIJ_ID,174318,ICIJ_ID,shareholder of,OWNERSHIP,2004-12-28,
96909,ICIJ_ID,174334,ICIJ_ID,shareholder of,OWNERSHIP,2005-01-05,
96909,ICIJ_ID,169917,ICIJ_ID,shareholder of,OWNERSHIP,2001-05-09,
96909,ICIJ_ID,173075,ICIJ_ID,shareholder of,OWNERSHIP,2003-05-13,
96909,ICIJ_ID,173078,ICIJ_ID,shareholder of,OWNERSHIP,2003-05-15,
96909,ICIJ_ID,173116,ICIJ_ID,shareholder of,OWNERSHIP,2003-06-20,
96909,ICIJ_ID,173124,ICIJ_ID,shareholder of,OWNERSHIP,2003-06-26,
96909,ICIJ_ID,173140,ICIJ_ID,shareholder of,OWNERSHIP,2003-07-03,
96909,ICIJ_ID,173147,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-03,
96909,ICIJ_ID,174390,ICIJ_ID,shareholder of,OWNERSHIP,2005-01-06,
96909,ICIJ_ID,174392,ICIJ_ID,shareholder of,OWNERSHIP,2005-01-07,
96909,ICIJ_ID,174400,ICIJ_ID,shareholder of,OWNERSHIP,2005-01-07,
96909,ICIJ_ID,174405,ICIJ_ID,shareholder of,OWNERSHIP,2005-01-10,
96909,ICIJ_ID,174463,ICIJ_ID,shareholder of,OWNERSHIP,2005-01-18,
96909,ICIJ_ID,174465,ICIJ_ID,shareholder of,OWNERSHIP,2005-01-18,
96909,ICIJ_ID,174466,ICIJ_ID,shareholder of,OWNERSHIP,1991-10-07,
96909,ICIJ_ID,174487,ICIJ_ID,shareholder of,OWNERSHIP,2005-09-27,
96909,ICIJ_ID,174491,ICIJ_ID,shareholder of,OWNERSHIP,2005-01-20,
96909,ICIJ_ID,174560,ICIJ_ID,shareholder of,OWNERSHIP,2005-02-18,
96909,ICIJ_ID,174562,ICIJ_ID,shareholder of,OWNERSHIP,2005-02-18,
96909,ICIJ_ID,174571,ICIJ_ID,shareholder of,OWNERSHIP,2005-02-22,
96909,ICIJ_ID,174572,ICIJ_ID,shareholder of,OWNERSHIP,2005-02-22,
96909,ICIJ_ID,174573,ICIJ_ID,shareholder of,OWNERSHIP,2005-02-22,
96909,ICIJ_ID,174574,ICIJ_ID,shareholder of,OWNERSHIP,2005-02-22,
96909,ICIJ_ID,173163,ICIJ_ID,shareholder of,OWNERSHIP,2003-07-09,
96909,ICIJ_ID,173178,ICIJ_ID,shareholder of,OWNERSHIP,2003-07-16,
96909,ICIJ_ID,173181,ICIJ_ID,shareholder of,OWNERSHIP,2003-07-17,
96909,ICIJ_ID,173183,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-29,
96909,ICIJ_ID,173186,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-08,
96909,ICIJ_ID,173248,ICIJ_ID,shareholder of,OWNERSHIP,2003-08-21,
96909,ICIJ_ID,173258,ICIJ_ID,shareholder of,OWNERSHIP,2004-01-12,
96909,ICIJ_ID,173289,ICIJ_ID,shareholder of,OWNERSHIP,2003-10-02,
96909,ICIJ_ID,174575,ICIJ_ID,shareholder of,OWNERSHIP,2005-02-22,
96909,ICIJ_ID,174580,ICIJ_ID,shareholder of,OWNERSHIP,2005-02-24,
96909,ICIJ_ID,174589,ICIJ_ID,shareholder of,OWNERSHIP,2005-02-25,
96909,ICIJ_ID,174606,ICIJ_ID,shareholder of,OWNERSHIP,2005-02-28,
96909,ICIJ_ID,174612,ICIJ_ID,shareholder of,OWNERSHIP,2005-03-01,
96909,ICIJ_ID,174618,ICIJ_ID,shareholder of,OWNERSHIP,2005-03-01,
96909,ICIJ_ID,174625,ICIJ_ID,shareholder of,OWNERSHIP,2005-03-01,
96909,ICIJ_ID,174635,ICIJ_ID,shareholder of,OWNERSHIP,2005-03-01,
96909,ICIJ_ID,174640,ICIJ_ID,shareholder of,OWNERSHIP,2005-03-02,
96909,ICIJ_ID,169918,ICIJ_ID,shareholder of,OWNERSHIP,2001-05-17,
96909,ICIJ_ID,174644,ICIJ_ID,shareholder of,OWNERSHIP,2005-03-02,
96909,ICIJ_ID,174652,ICIJ_ID,shareholder of,OWNERSHIP,2005-03-03,
96909,ICIJ_ID,174656,ICIJ_ID,shareholder of,OWNERSHIP,2005-03-03,
96909,ICIJ_ID,174727,ICIJ_ID,shareholder of,OWNERSHIP,2005-04-20,
96909,ICIJ_ID,173295,ICIJ_ID,shareholder of,OWNERSHIP,2003-10-09,
96909,ICIJ_ID,173296,ICIJ_ID,shareholder of,OWNERSHIP,2003-10-08,
96909,ICIJ_ID,173308,ICIJ_ID,shareholder of,OWNERSHIP,2003-10-27,
96909,ICIJ_ID,173339,ICIJ_ID,shareholder of,OWNERSHIP,2003-11-19,
96909,ICIJ_ID,173354,ICIJ_ID,shareholder of,OWNERSHIP,2003-12-09,
96909,ICIJ_ID,173359,ICIJ_ID,shareholder of,OWNERSHIP,2003-12-15,
96909,ICIJ_ID,173360,ICIJ_ID,shareholder of,OWNERSHIP,2003-12-16,
96909,ICIJ_ID,173366,ICIJ_ID,shareholder of,OWNERSHIP,2003-12-27,
96909,ICIJ_ID,174806,ICIJ_ID,shareholder of,OWNERSHIP,2005-06-23,
96909,ICIJ_ID,174876,ICIJ_ID,shareholder of,OWNERSHIP,2005-07-21,
96909,ICIJ_ID,174892,ICIJ_ID,shareholder of,OWNERSHIP,2005-08-01,
96909,ICIJ_ID,173389,ICIJ_ID,shareholder of,OWNERSHIP,2004-02-17,
96909,ICIJ_ID,173438,ICIJ_ID,shareholder of,OWNERSHIP,2004-02-10,
96909,ICIJ_ID,173461,ICIJ_ID,shareholder of,OWNERSHIP,2004-02-18,
96909,ICIJ_ID,173468,ICIJ_ID,shareholder of,OWNERSHIP,2004-02-19,
96909,ICIJ_ID,173507,ICIJ_ID,shareholder of,OWNERSHIP,2004-03-08,
96909,ICIJ_ID,170468,ICIJ_ID,shareholder of,OWNERSHIP,2001-05-10,
96909,ICIJ_ID,170485,ICIJ_ID,shareholder of,OWNERSHIP,2001-09-04,
96909,ICIJ_ID,170489,ICIJ_ID,shareholder of,OWNERSHIP,2003-02-27,
96909,ICIJ_ID,170502,ICIJ_ID,shareholder of,OWNERSHIP,2001-04-20,
96909,ICIJ_ID,174932,ICIJ_ID,shareholder of,OWNERSHIP,2005-09-26,2005-09-26
96909,ICIJ_ID,174941,ICIJ_ID,shareholder of,OWNERSHIP,2005-10-07,
96909,ICIJ_ID,174948,ICIJ_ID,shareholder of,OWNERSHIP,2005-10-12,
96909,ICIJ_ID,173524,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-15,
96909,ICIJ_ID,173525,ICIJ_ID,shareholder of,OWNERSHIP,2004-04-23,
96909,ICIJ_ID,173530,ICIJ_ID,shareholder of,OWNERSHIP,2004-03-18,
96909,ICIJ_ID,173537,ICIJ_ID,shareholder of,OWNERSHIP,2004-04-13,
96909,ICIJ_ID,173555,ICIJ_ID,shareholder of,OWNERSHIP,2004-04-06,
96909,ICIJ_ID,173556,ICIJ_ID,shareholder of,OWNERSHIP,2004-04-06,
96909,ICIJ_ID,173559,ICIJ_ID,shareholder of,OWNERSHIP,2004-04-08,
96909,ICIJ_ID,170518,ICIJ_ID,shareholder of,OWNERSHIP,2001-06-05,
96909,ICIJ_ID,170534,ICIJ_ID,shareholder of,OWNERSHIP,2001-07-11,
96909,ICIJ_ID,170535,ICIJ_ID,shareholder of,OWNERSHIP,2001-06-14,
96909,ICIJ_ID,175096,ICIJ_ID,shareholder of,OWNERSHIP,2006-01-06,
96909,ICIJ_ID,175145,ICIJ_ID,shareholder of,OWNERSHIP,2006-01-25,
96909,ICIJ_ID,173609,ICIJ_ID,shareholder of,OWNERSHIP,2004-05-03,
96909,ICIJ_ID,173626,ICIJ_ID,shareholder of,OWNERSHIP,2004-05-12,
96909,ICIJ_ID,173631,ICIJ_ID,shareholder of,OWNERSHIP,2004-05-12,
96909,ICIJ_ID,173686,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-08,
96909,ICIJ_ID,173701,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-08,
96909,ICIJ_ID,173728,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-21,
96909,ICIJ_ID,173732,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-23,
96909,ICIJ_ID,173743,ICIJ_ID,shareholder of,OWNERSHIP,2004-06-25,
96909,ICIJ_ID,175189,ICIJ_ID,shareholder of,OWNERSHIP,2006-03-09,
96909,ICIJ_ID,175214,ICIJ_ID,shareholder of,OWNERSHIP,2006-04-04,
96909,ICIJ_ID,170645,ICIJ_ID,shareholder of,OWNERSHIP,2001-07-13,
96909,ICIJ_ID,170700,ICIJ_ID,shareholder of,OWNERSHIP,2001-06-26,
96909,ICIJ_ID,170726,ICIJ_ID,shareholder of,OWNERSHIP,2001-07-31,
96909,ICIJ_ID,170734,ICIJ_ID,shareholder of,OWNERSHIP,2001-08-08,
96909,ICIJ_ID,175299,ICIJ_ID,shareholder of,OWNERSHIP,2006-05-26,
96909,ICIJ_ID,175324,ICIJ_ID,shareholder of,OWNERSHIP,2006-06-20,
96909,ICIJ_ID,175345,ICIJ_ID,shareholder of,OWNERSHIP,2006-06-28,
96909,ICIJ_ID,173795,ICIJ_ID,shareholder of,OWNERSHIP,2004-07-08,
96909,ICIJ_ID,173864,ICIJ_ID,shareholder of,OWNERSHIP,2004-08-11,
96909,ICIJ_ID,173867,ICIJ_ID,shareholder of,OWNERSHIP,2004-08-13,
96909,ICIJ_ID,173871,ICIJ_ID,shareholder of,OWNERSHIP,2004-08-18,
96909,ICIJ_ID,173872,ICIJ_ID,shareholder of,OWNERSHIP,2004-08-18,
96909,ICIJ_ID,173882,ICIJ_ID,shareholder of,OWNERSHIP,2004-08-19,
96909,ICIJ_ID,173912,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-01,
96909,ICIJ_ID,173929,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-03,
96909,ICIJ_ID,173936,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-08,
96909,ICIJ_ID,170470,ICIJ_ID,shareholder of,OWNERSHIP,,
96909,ICIJ_ID,170477,ICIJ_ID,shareholder of,OWNERSHIP,2001-04-27,
96909,ICIJ_ID,175470,ICIJ_ID,shareholder of,OWNERSHIP,2006-09-15,
96909,ICIJ_ID,175473,ICIJ_ID,shareholder of,OWNERSHIP,2006-09-15,
96909,ICIJ_ID,175474,ICIJ_ID,shareholder of,OWNERSHIP,2006-09-15,
96909,ICIJ_ID,170775,ICIJ_ID,shareholder of,OWNERSHIP,2001-08-08,
96909,ICIJ_ID,175539,ICIJ_ID,shareholder of,OWNERSHIP,2006-10-05,
96909,ICIJ_ID,175540,ICIJ_ID,shareholder of,OWNERSHIP,2006-10-05,
96909,ICIJ_ID,175581,ICIJ_ID,shareholder of,OWNERSHIP,2006-11-06,
96909,ICIJ_ID,175619,ICIJ_ID,shareholder of,OWNERSHIP,2006-11-30,
96909,ICIJ_ID,170828,ICIJ_ID,shareholder of,OWNERSHIP,2001-08-30,
96909,ICIJ_ID,170839,ICIJ_ID,shareholder of,OWNERSHIP,2001-09-30,
96909,ICIJ_ID,170841,ICIJ_ID,shareholder of,OWNERSHIP,2001-09-06,
96909,ICIJ_ID,170852,ICIJ_ID,shareholder of,OWNERSHIP,2001-09-13,
96909,ICIJ_ID,170897,ICIJ_ID,shareholder of,OWNERSHIP,2001-10-08,
96909,ICIJ_ID,170898,ICIJ_ID,shareholder of,OWNERSHIP,2001-09-21,
96909,ICIJ_ID,170913,ICIJ_ID,shareholder of,OWNERSHIP,2002-09-10,
96909,ICIJ_ID,170919,ICIJ_ID,shareholder of,OWNERSHIP,2001-10-12,
96909,ICIJ_ID,170931,ICIJ_ID,shareholder of,OWNERSHIP,2001-10-12,
96909,ICIJ_ID,173941,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-08,
96909,ICIJ_ID,173942,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-08,
96909,ICIJ_ID,173944,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-08,
96909,ICIJ_ID,173951,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-09,
96909,ICIJ_ID,173960,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-09,
96909,ICIJ_ID,173976,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-17,
96909,ICIJ_ID,173978,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-20,
96909,ICIJ_ID,173982,ICIJ_ID,shareholder of,OWNERSHIP,2004-09-23,
96909,ICIJ_ID,174011,ICIJ_ID,shareholder of,OWNERSHIP,2004-10-07,
96909,ICIJ_ID,170491,ICIJ_ID,shareholder of,OWNERSHIP,2001-04-18,
